grupo,tipo_de_producto,titulo,pais_revista,revista,issn,ano,vol,fasc,pags,doi,autor
SISCO,Publicado en revista especializada,Minería de Datos Aplicada a la Detección de la Deserción en Adolescentes Infractores,Colombia,Ingenierías USBMed,2027-5846,2016,7,2,61 - 66,http://dx.doi.org/10.21500/20275846.2420 ,"VICTOR DANIEL GIL VERA, ANGELICA PATRICIA VELASCO LOPEZ"
SISCO,Publicado en revista especializada,Understanding the Central Location of a Hexagonal Hole in a B36 Cluster,Reino Unido,Chemistry - An Asian Journal,1861-471X,2016,11,págs:,3220 - 3224,10.1002/asia.201601106 ,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,Why CpAl-Cr(CO) 5 is linear while CpIn-Cr(CO) 5 is not? Understanding the structure and bonding of the CpE-Cr(CO) 5 (E = Group 13 element) complexes,Alemania,Theoretical Chemistry Accounts,1432-2234,2016,135,240,1 - 8,10.1007/s00214-016-1993-7 ,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,Insights on the structural and electronic properties of ScCn+,,"YCn+, LaCn+ (n = 3-6) systems  Estados Unidos, Theoretical Chemistry Accounts",1432-2234,2016,135,n/A,- 10,10.1007/s00214-016-1976-8 ,"FRANKLIN FERRARO GOMEZ, CACIER ZILAHY HADAD ARRIAGADA, EDISON HUMBERTO OSORIO LOPEZ, WILLIAM TIZNADO"
SISCO,Publicado en revista especializada,Insights on the structural and electronic properties of ScCn+,,"YCn+, LaCn+ (n = 3¿6) systems  Alemania, Theoretical Chemistry Accounts",1432-2234,2016,135,págs:,212-01 - 212-10, 10.1007/s00214-016-1976-8 ,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,Structure and bonding in WCn (n = 2-5) clusters,Estados Unidos,Theoretical Chemistry Accounts,1432-2234,2016,135,216,1 - 9,10.1007/s00214-016-1979-5 ,"FRANKLIN FERRARO GOMEZ, ALBEIRO ALONSO RESTREPO COSSIO, CACIER ZILAHY HADAD ARRIAGADA, ELIZABETH FLOREZ YEPEZ"
SISCO,Publicado en revista especializada,Microstructural and electrochemical analysis of Sb2O5 doped-Ti/RuO2-ZrO2 to yield active chlorine species for ciprofloxacin degradation.,Inglaterra,Electrochimica Acta,0013-4686,2016,213,N/A,740 - 751,10.1016/j.electacta.2016.07.150 ,"FRANKLIN FERRARO GOMEZ, EFRAIM ADOLFO SERNA GALVIS, RICARDO ANTONIO TORRES PALMA"
SISCO,Publicado en revista especializada,Dynamical behavior of boron clusters,Reino Unido,Nanoscale,2040-3372,2016,8,págs:,17639 - 17644,10.1039/C6NR06383G,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,Development of a general crowdsourcing maturity model,Colombia,Cuadernos De Administración,0120-4645,2016,32,55,72 - 86,10.25100/cdea.v32i55.4259 ,"VICTOR DANIEL GIL VERA, CARLOS MARIO DURANGO YEPES"
SISCO,Publicado en revista especializada,The importance of dynamics studies on the design of sandwich structures: a CrB24 case,Reino Unido,Physical Chemistry Chemical Physics,1463-9076,2016,18,págs:,18336 - 18341,10.1039/C6CP02445A ,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,Revisión de las características coloidales del carbón con el fin de optimizar los procesos de separación,Colombia,Revista Activa Tecnológico De Antioquia,2027-8101,2016,8,págs:,101 - 117, ,LUIS FERNANDO CARDONA PALACIO
SISCO,Publicado en revista especializada,Diseño óptimo del proceso de extracción de grasa a partir del residuo de descarne derivado del proceso de curtición,Colombia,Lámpsakos,2145-4086,2016,16,págs:,21 - 32,10.21501/21454086.1903 ,LUIS FERNANDO CARDONA PALACIO
SISCO,Publicado en revista especializada,Structure and Bonding of IrB12-: Converting a Rigid Boron B12 Platelet to a Wankel Motor,Reino Unido,RSC Advances,2046-2069,2016,6,págs:,27177 - 27182,10.1039/C6RA02992B ,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,10-π-Electron arenes à la carte: structure and bonding of the [E¿(CnHn)¿E]n−6 (E = Ca,,"Sr, Ba; n = 6¿8) complexes  Reino Unido, Physical Chemistry Chemical Physics",1463-9076,2016,18,págs:,11909 - 11918,10.1039/C6CP00671J ,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,Nonclassical 21-Homododecahedryl Cation Rearrangement Revisited,Estados Unidos,Organic Letters,1523-7060,2016,18,5,1140 - 1142,10.1021/acs.orglett.5b03558 ,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,Isoelectronic substitution from Si52− to Al5H52−: Exploration of the series Si5−n(AlH)n2− (n = 0¿5),Países Bajos,Chemical Physics Letters,0009-2614,2016,647,págs:,150 - 156,10.1016/j.cplett.2016.01.062 ,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,Sistema Experto para la Gestión de Daños en Vías Pavimentadas y en Afirmado,Colombia,Lámpsakos,2145-4086,2016,15,págs:,22 - 29,http://dx.doi.org/10.21501/21454086.1710 ,VICTOR DANIEL GIL VERA
SISCO,Publicado en revista especializada,Estimación de la entalpía de vaporización de sustancias puras como función de la temperatura y presión,Colombia,Ingenium,1692-0899,2016,10,N/A,33 - 40, ,LUIS FERNANDO CARDONA PALACIO
SISCO,Publicado en revista especializada,Isoelectronic substitution from Si52− to Al5H52−: Exploration of the series Si5−n(AlH)n2− (n = 0-5),Estados Unidos,Chemical Physics Letters,0009-2614,2016,647,N/A,150 - 156,10.1016/j.cplett.2016.01.062 ,"FRANKLIN FERRARO GOMEZ, EDISON HUMBERTO OSORIO LOPEZ, WILLIAM TIZNADO"
SISCO,Publicado en revista especializada,Nuevo modelo simple y generalizado para estimar la presión de vapor de hidrocarburos ligeros,Colombia,Ingeniare,1909-2458,2016,20,págs:,63 - 74, ,LUIS FERNANDO CARDONA PALACIO
SISCO,Publicado en revista especializada,Spin Orbit Coupling Effects in AumPtn Clusters (m + n = 4),Estados Unidos,Journal of Physical Chemistry A,1089-5639,2016,120,N/A,1698 - 1705, 10.1021/acs.jpca.5b11397 ,"FRANKLIN FERRARO GOMEZ, CACIER ZILAHY HADAD ARRIAGADA, ALBEIRO ALONSO RESTREPO COSSIO, ELIZABETH FLOREZ YEPEZ, NORBERTO MORENO PRIETO"
SISCO,Publicado en revista especializada,Modeling Parasite Reduction Mechanism in Chagas Disease,Estados Unidos,Journal of Biological Systems,0218-3390,2015,23,págs:,S1 - S15,10.1142/S021833901540001X ,SHIRLENE PATRICIA VEGA ROYERO
SISCO,Publicado en revista especializada,A characterization of the two-step reaction mechanism of phenol decomposition by a Fenton reaction,Países Bajos,Chemical Physics Letters,0009-2614,2015,640,págs:,16 - 22,10.1016/j.cplett.2015.10.005 ,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,Ontologías para modelar la Investigación Científica en Ingeniería Civil,Colombia,Scientia Et Technica,0122-1701,2015,20,3,286 - 293, ,MAURICIO LOPEZ BONILLA
SISCO,Publicado en revista especializada,Forecasting Electricity Demand for Small Colombian Populations,Colombia,Revista Activa Tecnológico De Antioquia,2027-8101,2015,7,págs:,111 - 119, ,VICTOR DANIEL GIL VERA
SISCO,Publicado en revista especializada,Representation of electric power systems by complex networks with applications to risk vulnerability assessment,Colombia,DYNA,0012-7360,2015,82,192,68 - 77,http://dx.doi.org/10.15446/dyna.v82n192.48574 ,"GABRIEL JAIME CORREA HENAO, JOSE MARIA YUSTA LOYO"
SISCO,Publicado en revista especializada,Content Management Systems (CMS): a systematic literature review,Colombia,Ingenierías USBMed,2027-5846,2015,6,1,54 - 60,http://dx.doi.org/10.21500/20275846.1724 ,VICTOR DANIEL GIL VERA
SISCO,Publicado en revista especializada,An Overview of the Colombian Market for Standarized Derivatives of Energy Commodities,Estados Unidos,IEEE Latin America Transactions,1548-0992,2015,13,7,2176 - 2182,https://dx.doi.org/10.1109/TLA.2015.7273774 ,VICTOR DANIEL GIL VERA
SISCO,Publicado en revista especializada,Modelo de Simulación de Estrategias de Inversión para Papicultores Colombianos,Colombia,Lámpsakos,2145-4086,2015,13,págs:,81 - 87,http://dx.doi.org/10.21501/21454086.1500 ,VICTOR DANIEL GIL VERA
SISCO,Publicado en revista especializada,Un Caso de Estudio para la Adopción de un Modelo de Trazabilidad de Requisitos en el Sector Energético,Colombia,Lámpsakos,2145-4086,2015,13,págs:,88 - 100,10.21501/21454086.1494 ,LINA MARIA MONTOYA SUAREZ
SISCO,Publicado en revista especializada,Selective Catalytic Activation of Acetylene by a Neutral Gold Cluster of Experimentally Known Gas-Phase Geometry,Estados Unidos,Journal of Physical Chemistry C,1932-7455,2015,119,N/A,7755 - 7764,10.1021/jp512989q ,"FRANKLIN FERRARO GOMEZ, CACIER ZILAHY HADAD ARRIAGADA, JHON FREDY PEREZ TORRES"
SISCO,Publicado en revista especializada,Planar tetracoordinate carbons with a double bond in CAl3E clusters,Inglaterra,Physical Chemistry Chemical Physics,1463-9076,2015,17,págs:,8769 - 8775,10.1039/C4CP05707D ,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,The abatement of indigo carmine using active chlorine electrogenerated on ternary Sb2O5-doped Ti/RuO2-ZrO2 anodes in a filter-press FM01-LC reactor,Estados Unidos,Electrochimica Acta,0013-4686,2015,174,N/A,735 - 744, 10.1016/j.electacta.2015.06.037 ,"FRANKLIN FERRARO GOMEZ, RICARDO ANTONIO TORRES PALMA, RICARDO ENRIQUE PALMA GOYES"
SISCO,Publicado en revista especializada,Alkaloid metabolite profiles by GC/MS and acetylcholinesterase inhibitory activities with binding-mode predictions of five Amaryllidaceae plants,Países Bajos,Journal Of Pharmaceutical And Biomedical Analysis,1873-264X,2015,102,págs:,222 - 228,doi:10.1016/j.jpba.2014.09.022 ,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,Semántica para repositorios de objetos de aprendizaje,Colombia,Scientia Et Technica,0122-1701,2014,19,4,425 - 432, ,"MAURICIO LOPEZ BONILLA, INGRID DURLEY TORRES PARDO"
SISCO,Publicado en revista especializada,Structural evolution of small gold clusters doped by one and two boron atoms,Estados Unidos,Journal of Computational Chemistry,1096-987X,2014,35,32,2288 - 2296,10.1002/jcc.23748 ,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,Evaluación de una experiencia de formación b-learning en el aprendizaje de Tecnologías de la Información y la Comunicación,Colombia,Lámpsakos,2145-4086,2014,11,n/a,59 - 65, ,"JUAN CARLOS MONSALVE GOMEZ, LINA MARIA MONTOYA SUAREZ, JAIME ALONSO BOTERO BOTERO"
SISCO,Publicado en revista especializada,On the nature of CH6 2+,India,Indian Journal Of Chemistry Section A-Inorganic Bio-Inorganic Physical Theoretical '&' Analytical Chemistry,0376-4710,2014,53,N/A,992 - 995, ,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,Stop rotating! One substitution halts the B19− motor,Reino Unido,Chemical Communications,1364-548X,2014,50,N/A,10680 - 10682,10.1039/C4CC03698K ,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,B182−: a quasi-planar bowl member of the Wankel motor family,Inglaterra,Chemical Communications,1364-548X,2014,50,N/A,8140 - 8143,10.1039/C4CC02225D ,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,Un caso práctico de aplicación de una metodología para laboratorios virtuales,Colombia,Scientia Et Technica,0122-1701,2014,19,1,67 - 76, ,MAURICIO LOPEZ BONILLA
SISCO,Publicado en revista especializada,Minimizing the Risk of Reporting False Aromaticity and Antiaromaticity in Inorganic Heterocycles Following Magnetic Criteria,Estados Unidos,Inorganic Chemistry,0020-1669,2014,117,26,3579 - 3585,10.1021/ic4030684 ,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,Potential Energy Surfaces of WC6 Clusters in Different Spin States,Estados Unidos,Journal of Physical Chemistry A,1520-5215,2014,118,N/A,5762 - 5768,10.1021/jp4099045 ,"FRANKLIN FERRARO GOMEZ, ALBEIRO ALONSO RESTREPO COSSIO, ELIZABETH FLOREZ YEPEZ, CACIER ZILAHY HADAD ARRIAGADA, CACIER HADAD"
SISCO,Publicado en revista especializada,Oxygen Reduction Reaction at Pt single crystals: A critical overview,Colombia,Catalysis Science '&' Technology,2044-4753,2014,4,N/A,1685 - 1698, ,"ANA MARIA GOMEZ MARIN, JUAN M FELIU, RUBEN RIZO"
SISCO,Publicado en revista especializada,Exploring the Potential Energy Surface of E2P4 Clusters (E=Group 13 Element): The Quest for Inverse Carbon-Free Sandwiches,Alemania,Chemistry - A European Journal,0947-6539,2014,20,16,4583 - 4590,,EDISON HUMBERTO OSORIO LOPEZ
SISCO,Publicado en revista especializada,Oxygen reduction reaction on Nano-structured Platinum Surfaces in acidic media: Promoting effect of surface steps and ideal response on Pt(111),Colombia,Catalysis Today,0920-5861,2014,1,1,1 - 5,http://dx.doi.org/10.1016/j.cattod.2014.05.009 ,"ANA MARIA GOMEZ MARIN, JUAN M FELIU"
SISCO,Publicado en revista especializada,Structural Vulnerability in Transmission Systems: Cases of Colombia and Spain,Países Bajos,Energy Conversion and Management,0196-8904,2013,77,1,408 - 418,http://dx.doi.org/10.1016/j.enconman.2013.10.011 ,"GABRIEL JAIME CORREA HENAO, JOSE MARIA YUSTA LOYO"
SISCO,Publicado en revista especializada,Using Interconnected Risk Maps to Assess the Threats Faced by Electricity Infrastructures,Países Bajos,International Journal of Critical Infrastructure Protection,1874-5482,2013,6,N/A,121 - 135,http://dx.doi.org/10.1016/j.enconman.2013.10.011 ,"GABRIEL JAIME CORREA HENAO, JOSE MARIA YUSTA LOYO, ROBERTO LACAL ARANTEGUI"
SISCO,Publicado en revista especializada,CONSTRUCCIÓN DE UN APLICATIVO PARA EL CONTROL DE ACTIVOS TECNOLÓGICOS AL INTERIOR DE UNA ORGANIZACIÓN: BENEFICIOS Y EXPERIENCIAS,Colombia,Lámpsakos,2145-4086,2013,10,10,65 - 75, ,"ADRIAN ALBERTO JARAMILLO ARANGO, GABRIEL JAIME CORREA HENAO"
SISCO,Publicado en revista especializada,Estrategias didácticas para enseñar técnicas de elicitación de requisitos,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2013,1,N/A,91 - 96,10.21501/issn.2145-4086 ,LINA MARIA MONTOYA SUAREZ
SISCO,Publicado en revista especializada,Grid vulnerability analysis based on scale-free graphs versus power flow models,Países Bajos,Electric Power Systems Research,0378-7796,2013,101,1,71 - 79,http://dx.doi.org/10.1016/j.epsr.2013.04.003 ,"GABRIEL JAIME CORREA HENAO, JOSE MARIA YUSTA LOYO"
SISCO,Revisión (Survey),Levantamiento de un Estado del Arte para la trazabilidad de requisito en el desarrollo de software,Colombia,Ingenierias Industrial Informatica / Universidad Autonoma Latinoamericana,2027-100X,2013,4,1,113 - 133, ,LINA MARIA MONTOYA SUAREZ
SISCO,Publicado en revista especializada,Aplicación del modelo ANFIS para la predicción de series de tiempo,Colombia,Lámpsakos,2145-4086,2013,9,N/A,12 - 25, ,"GABRIEL JAIME CORREA HENAO, LINA MARIA MONTOYA SUAREZ, LINA MARIA MONTOYA SUAREZ"
SISCO,Publicado en revista especializada,Enseñanza en la ingeniería de software: aproximación a un estado del arte,Colombia,Lámpsakos,2145-4086,2013,10,págs:,76 - 91,10.21501/issn.2145-4086 ,"LINA MARIA MONTOYA SUAREZ, ELIZABETH PULGARIN MEJIA"
SISCO,Publicado en revista especializada,Antenna Effect by Organometallic Chromophores in Bimetallic of Complexes,Estados Unidos,Journal of Physical Chemistry A,1520-5215,2013,117,33,7847 - 7854,10.1021/jp406208e ,"FRANKLIN FERRARO GOMEZ, RAMIRO ARRATIA PEREZ"
SISCO,Publicado en revista especializada,Aplicación del Modelo ANFIS para Predicción de Series de Tiempo,Colombia,Lámpsakos,2145-4086,2013,9,págs:,12 - 25,10.21501/issn.2145-4086 ,"GABRIEL JAIME CORREA HENAO, LINA MARIA MONTOYA SUAREZ"
SISCO,Publicado en revista especializada,Redes sociales: Aproximación a un estado del arte,Colombia,Lámpsakos,2145-4086,2013,9,n/a,34 - 41, ,"JUAN CARLOS MONSALVE GOMEZ, LUZ AMPARO GRANADA DE ESPINAL"
SISCO,Publicado en revista especializada,BAX-SET PLUS: A Taxonomic Navigation Model to Categorize,,"Search and Retrieve Semantic Web Services  Colombia, Lecture Notes in Electrical Engineering",1876-1100,2012,156,N/A,359 - 364, ,"INGRID DURLEY TORRES PARDO, JAIME ALBERTO GUZMAN LUNA, JOVANI ALBERTO JIMENEZ BUILES"
SISCO,Publicado en revista especializada,METODOLOGÍAS Y MÉTODOS PARA LA CONSTRUCCIÓN DE ONTOLOGÍAS,Colombia,Scientia Et Technica,0122-1701,2012,XVII,50,133 - 140, ,MAURICIO LOPEZ BONILLA
SISCO,Publicado en revista especializada,STAGE: Un Agente Semántico para la Gestión de Información de Egresados,Colombia,Revista Colombiana De Tecnologías De Avanzada,1692-7257,2012,N/A,19,1 - 6, ,"INGRID DURLEY TORRES PARDO, JAIME ALBERTO GUZMAN LUNA, ARLEX DAVID MARTINEZ GUZMAN"
SISCO,Publicado en revista especializada,Un Enfoque para la Creación de Tareas Robóticas Autosanables Basado en el Paradigma de Computación en la Nube,Colombia,Lámpsakos,2145-4086,2012,8,N/A,41 - 46, ,"BYRON ENRIQUE PORTILLA ROSERO, JAIME ALBERTO GUZMAN LUNA"
SISCO,Publicado en revista especializada,¿Cómo Implementar un Modelo de Volatilidad usando Lenguaje R?,Colombia,Lámpsakos,2145-4086,2011,6,N/A,38 - 45,10.21501/21454086.832 ,"FERNAN ALONSO VILLA GARZON, JUAN DAVID VELASQUEZ HENAO, PAOLA ANDREA SANCHEZ SANCHEZ"
SISCO,Publicado en revista especializada,Implementing an composition architecture for an online game software,Colombia,Revista Facultad de Ingenieria,0120-6230,2011,61,61,158 - 169, ,"INGRID DURLEY TORRES PARDO, JAIME ALBERTO GUZMAN LUNA, ARLEX DAVID MARTINEZ GUZMAN"
SISCO,Publicado en revista especializada,Un sistema semántico para la gestión de información de egresados,Colombia,Avances En Sistemas E Informática,1657-7663,2011,8,3,54 - 62, ,"INGRID DURLEY TORRES PARDO, JAIME ALBERTO GUZMAN LUNA, JOVANI ALBERTO JIMENEZ BUILES"
SISCO,Publicado en revista especializada,Propuesta metodológica para el desarollo de una plataforma de aprendizaje para apoyo a la presencialidad,Colombia,Educacion Y Desarrollo Social,2011-5318,2011,6,1,57 - 71, ,JOSE EUCARIO PARRA CASTRILLON
SISCO,Publicado en revista especializada,Methodologies and applications for critical infrastructure protection,Países Bajos,Energy Policy,0301-4215,2011,39,10,6100 - 6119,http://dx.doi.org/10.1016/j.enpol.2011.07.010 ,"GABRIEL JAIME CORREA HENAO, JOSE MARIA YUSTA LOYO, ROBERTO LACAL ARANTEGUI"
SISCO,Publicado en revista especializada,Una Propuesta de Planificación Reactiva para Descubrir y Componer Dinámicamente Rutas de Aprendizaje,Colombia,Revista Colombiana De Tecnologías De Avanzada,1692-7257,2011,2,18,33 - 42, ,"INGRID DURLEY TORRES PARDO, JAIME ALBERTO GUZMAN LUNA, JOVANI ALBERTO JIMENEZ BUILES"
SISCO,Publicado en revista especializada,Importancia de la educación a distancia en la actualidad,Colombia,Lámpsakos,2145-4086,2011,3,6,20 - 22, ,JUAN CARLOS MONSALVE GOMEZ
SISCO,Publicado en revista especializada,Planificación de Movimiento de un Robot Lego Basado en la Aplicación del Algortimo Dist-Bug,Colombia,Avances En Sistemas E Informática,1657-7663,2011,8,2,205 - 210, ,"INGRID DURLEY TORRES PARDO, DIEGO FERNANDO MARQUEZ, JAIME ALBERTO GUZMAN LUNA"
SISCO,Publicado en revista especializada,Challenges and practical strategies of the empirical studies on software testing techniques,Colombia,Ingeniería Y Competitividad,0123-3033,2011,13,1,141 - 146,10.1023/B:EMSE.0000039880.99096.af ,"EDGAR SERNA M, FERNANDO ARANGO IZASA"
SISCO,Publicado en revista especializada,La cultura digital de los estudiantes universitarios en entornos académicos,Colombia,Signo y Pensamiento,0120-4823,2011,xxx,N/A,144 - 155, ,JOSE EUCARIO PARRA CASTRILLON
SISCO,Publicado en revista especializada,Marie Curie,Colombia,Lámpsakos,2145-4086,2011,NA,5,70 - 75,http://dx.doi.org/10.1016/j.ejmp.2013.08.001 ,EDGAR SERNA M
SISCO,Publicado en revista especializada,Algunos Comentarios a los Objetivos del Mirfac,Colombia,Lámpsakos,2145-4086,2011,NA,5,67 - 68,10.4067/S0049-34492001000100003 ,EDGAR SERNA M
SISCO,Publicado en revista especializada,EL ROL DEL ALGORITMO DE ENTRENAMIENTO EN LA SELECCIÓN DE MODELOS DE REDES NEURONALES,Colombia,Revista U.D.C.A. Actualidad & Divulgación Científica,0123-4226,2011,14,1,146 - 156, ,"PAOLA ANDREA SANCHEZ SANCHEZ, JUAN DAVID VELASQUEZ HENAO"
